Work Year,Experience Level,Employment Type,Job Title,salary,salary_currency,Salary (USD),Employee Country,Work Mode,Company Country,Company Size
2023,Senior Level,Full-Time,Machine Learning Engineer,200000,USD,200000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,130000,USD,130000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Strategist,90000,USD,90000,CA,On-Site,CA,Medium
2023,Senior Level,Full-Time,Data Strategist,72000,USD,72000,CA,On-Site,CA,Medium
2023,Senior Level,Full-Time,Data Engineer,253200,USD,253200,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,90700,USD,90700,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Computer Vision Engineer,184590,USD,184590,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Engineer,162500,USD,162500,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Engineer,130000,USD,130000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Analyst,105380,USD,105380,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Analyst,64500,USD,64500,US,On-Site,US,Medium
2023,Entry Level,Full-Time,Data Quality Analyst,100000,USD,100000,NG,Remote,NG,Large
2023,Entry Level,Full-Time,Applied Scientist,204620,USD,204620,US,On-Site,US,Large
2023,Entry Level,Full-Time,Applied Scientist,110680,USD,110680,US,On-Site,US,Large
2023,Senior Level,Full-Time,Data Engineer,270703,USD,270703,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,221484,USD,221484,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,212750,USD,212750,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,185000,USD,185000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,262000,USD,262000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,245000,USD,245000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,275300,USD,275300,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,183500,USD,183500,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,218500,USD,218500,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,199098,USD,199098,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,203300,USD,203300,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,123600,USD,123600,US,Remote,US,Medium
2023,Senior Level,Full-Time,Research Engineer,189110,USD,189110,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Research Engineer,139000,USD,139000,US,On-Site,US,Medium
2023,Executive,Full-Time,Data Scientist,258750,USD,258750,US,On-Site,US,Medium
2023,Executive,Full-Time,Data Scientist,185000,USD,185000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,231500,USD,231500,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,166000,USD,166000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,172500,USD,172500,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,110500,USD,110500,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,238000,USD,238000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,176000,USD,176000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,237000,USD,237000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,201450,USD,201450,US,Remote,US,Medium
2023,Senior Level,Full-Time,Applied Scientist,309400,USD,309400,US,On-Site,US,Large
2023,Senior Level,Full-Time,Applied Scientist,159100,USD,159100,US,On-Site,US,Large
2023,Senior Level,Full-Time,Data Engineer,115000,USD,115000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,81500,USD,81500,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,237000,USD,237000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,201450,USD,201450,US,Remote,US,Medium
2023,Senior Level,Full-Time,Computer Vision Engineer,280000,USD,280000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Computer Vision Engineer,210000,USD,210000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Architect,280100,USD,280100,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Architect,168100,USD,168100,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,193500,USD,193500,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,139000,USD,139000,US,Remote,US,Medium
2023,Mid Level,Full-Time,Data Scientist,510000,HKD,65062,HK,On-Site,HK,Large
2023,Senior Level,Full-Time,Machine Learning Engineer,150000,USD,150000,PT,Remote,US,Medium
2023,Mid Level,Full-Time,Applied Machine Learning Engineer,65000,EUR,69751,IN,Remote,DE,Small
2022,Entry Level,Full-Time,AI Developer,300000,USD,300000,IN,Hybrid,IN,Large
2023,Mid Level,Full-Time,Machine Learning Engineer,90000,EUR,96578,NL,Remote,NL,Large
2023,Senior Level,Full-Time,Business Intelligence Engineer,185900,USD,185900,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Business Intelligence Engineer,129300,USD,129300,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,225000,USD,225000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,175000,USD,175000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,185000,USD,185000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,140000,USD,140000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,45000,EUR,48289,ES,On-Site,ES,Medium
2023,Senior Level,Full-Time,Data Scientist,36000,EUR,38631,ES,On-Site,ES,Medium
2023,Senior Level,Full-Time,Data Scientist,105000,USD,105000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,70000,USD,70000,US,On-Site,US,Medium
2023,Entry Level,Full-Time,Machine Learning Engineer,163196,USD,163196,US,On-Site,US,Medium
2023,Entry Level,Full-Time,Machine Learning Engineer,145885,USD,145885,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,217000,USD,217000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,185000,USD,185000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Analyst,202800,USD,202800,US,On-Site,US,Large
2023,Senior Level,Full-Time,Data Analyst,104300,USD,104300,US,On-Site,US,Large
2023,Senior Level,Full-Time,Data Analyst,145000,USD,145000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,65000,USD,65000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,165000,USD,165000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,132300,USD,132300,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,179170,USD,179170,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,94300,USD,94300,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Analytics Engineer,152500,USD,152500,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Analytics Engineer,116450,USD,116450,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,247300,USD,247300,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,133800,USD,133800,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Research Engineer,203000,USD,203000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Research Engineer,133000,USD,133000,US,On-Site,US,Medium
2023,Entry Level,Full-Time,Research Scientist,220000,USD,220000,US,Hybrid,US,Large
2022,Entry Level,Full-Time,Machine Learning Engineer,54000,CHF,56536,CH,Remote,CH,Small
2023,Senior Level,Full-Time,Data Scientist,120000,USD,120000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Analytics Engineer,289800,USD,289800,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Analytics Engineer,214000,USD,214000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Analytics Engineer,179820,USD,179820,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Analytics Engineer,143860,USD,143860,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,283200,USD,283200,US,Remote,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,188800,USD,188800,US,Remote,US,Medium
2023,Senior Level,Full-Time,Analytics Engineer,214200,USD,214200,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,185900,USD,185900,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,129300,USD,129300,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,252000,USD,252000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,129000,USD,129000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Analytics Manager,155000,USD,155000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Analytics Manager,140000,USD,140000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,161800,USD,161800,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,141600,USD,141600,US,Remote,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,176100,USD,176100,US,On-Site,US,Large
2023,Mid Level,Full-Time,Data Engineer,100000,USD,100000,US,Remote,US,Medium
2023,Mid Level,Full-Time,Data Engineer,70000,USD,70000,US,Remote,US,Medium
2023,Entry Level,Full-Time,Data Engineer,85000,USD,85000,US,On-Site,US,Medium
2023,Entry Level,Full-Time,Data Engineer,65000,USD,65000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,138784,USD,138784,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,83270,USD,83270,US,Remote,US,Medium
2023,Entry Level,Full-Time,Data Analyst,75000,USD,75000,US,On-Site,US,Medium
2023,Entry Level,Full-Time,Data Analyst,70000,USD,70000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,204500,USD,204500,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,138900,USD,138900,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,212200,USD,212200,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,95000,USD,95000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,75000,USD,75000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,195000,USD,195000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,160000,USD,160000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Analytics Engineer,230000,USD,230000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Analytics Engineer,143200,USD,143200,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Business Data Analyst,105000,USD,105000,US,Hybrid,US,Large
2023,Mid Level,Full-Time,Data Analyst,38000,GBP,46178,GB,On-Site,GB,Medium
2023,Mid Level,Full-Time,Data Analyst,35000,GBP,42533,GB,On-Site,GB,Medium
2023,Senior Level,Full-Time,Data Engineer,145000,USD,145000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,168400,USD,168400,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,105200,USD,105200,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,190000,USD,190000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,150000,USD,150000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Analytics Engineer,150000,USD,150000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Analytics Engineer,120000,USD,120000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,120000,USD,120000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,45000,GBP,54685,CF,Remote,CF,Medium
2023,Senior Level,Full-Time,Data Analyst,35000,GBP,42533,CF,Remote,CF,Medium
2023,Senior Level,Full-Time,Data Engineer,241000,USD,241000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,155000,USD,155000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,220000,USD,220000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,190000,USD,190000,US,Remote,US,Medium
2023,Mid Level,Full-Time,Data Scientist,55000,GBP,66837,GB,On-Site,GB,Medium
2023,Mid Level,Full-Time,Data Scientist,45000,GBP,54685,GB,On-Site,GB,Medium
2023,Mid Level,Full-Time,ETL Engineer,70000,GBP,85066,GB,Remote,GB,Medium
2023,Mid Level,Full-Time,ETL Engineer,47500,GBP,57723,GB,Remote,GB,Medium
2023,Entry Level,Full-Time,Data Analyst,85000,USD,85000,US,Remote,US,Medium
2023,Entry Level,Full-Time,Data Analyst,75000,USD,75000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,160000,USD,160000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Machine Learning Engineer,300000,USD,300000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Machine Learning Engineer,250000,USD,250000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,228000,USD,228000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,186000,USD,186000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,190000,USD,190000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Research Engineer,230000,USD,230000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Research Engineer,200000,USD,200000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Architect,180000,USD,180000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Architect,115000,USD,115000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Architect,200000,USD,200000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data DevOps Engineer,50000,EUR,53654,FR,Hybrid,FR,Small
2023,Executive,Full-Time,Data Engineer,220000,USD,220000,US,On-Site,US,Medium
2023,Executive,Full-Time,Data Engineer,205000,USD,205000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Engineer,180000,USD,180000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,200000,USD,200000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,150000,USD,150000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Computer Vision Engineer,215000,USD,215000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Computer Vision Engineer,170000,USD,170000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,247500,USD,247500,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,172200,USD,172200,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,224000,USD,224000,CA,On-Site,CA,Medium
2023,Senior Level,Full-Time,Data Scientist,176000,USD,176000,CA,On-Site,CA,Medium
2023,Senior Level,Full-Time,Data Analyst,120000,USD,120000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Analyst,75000,USD,75000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Applied Data Scientist,100000,AUD,68318,AU,Remote,FI,Medium
2023,Mid Level,Full-Time,AI Developer,100000,SGD,75020,FI,On-Site,FI,Medium
2023,Senior Level,Full-Time,Data Analyst,140000,USD,140000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,120000,USD,120000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,128000,USD,128000,US,On-Site,US,Medium
2023,Executive,Full-Time,Head of Data,269600,USD,269600,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Quality Analyst,100000,USD,100000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Quality Analyst,80000,USD,80000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,250000,USD,250000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,162500,USD,162500,US,On-Site,US,Medium
2023,Mid Level,Full-Time,AI Developer,200000,USD,200000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,100000,USD,100000,US,On-Site,US,Medium
2023,Executive,Full-Time,Data Engineer,145000,USD,145000,US,On-Site,US,Medium
2023,Executive,Full-Time,Data Engineer,115000,USD,115000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,203500,USD,203500,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,152000,USD,152000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,239000,USD,239000,US,On-Site,US,Large
2023,Senior Level,Full-Time,Data Scientist,122900,USD,122900,US,On-Site,US,Large
2023,Senior Level,Full-Time,Data Scientist,237000,USD,237000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,145000,USD,145000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Science Manager,191765,USD,191765,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Science Manager,134236,USD,134236,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Analytics Engineer,190000,USD,190000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Analytics Engineer,112000,USD,112000,US,Remote,US,Medium
2022,Senior Level,Full-Time,Data Scientist,84000,EUR,88256,ES,Remote,GB,Large
2023,Senior Level,Full-Time,Data Analyst,135000,USD,135000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,105500,USD,105500,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Research Engineer,293000,USD,293000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Research Engineer,185000,USD,185000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,80000,USD,80000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,70000,USD,70000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,160000,USD,160000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,175000,USD,175000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,145000,USD,145000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Analyst,200000,USD,200000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,148500,USD,148500,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,240500,USD,240500,US,On-Site,US,Large
2023,Senior Level,Full-Time,Data Engineer,123700,USD,123700,US,On-Site,US,Large
2023,Senior Level,Full-Time,Analytics Engineer,152900,USD,152900,US,Remote,US,Medium
2023,Senior Level,Full-Time,Analytics Engineer,117100,USD,117100,US,Remote,US,Medium
2023,Senior Level,Full-Time,Analytics Engineer,173000,USD,173000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Analytics Engineer,113000,USD,113000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Applied Scientist,260000,USD,260000,US,On-Site,US,Large
2023,Executive,Full-Time,Data Engineer,175000,USD,175000,US,On-Site,US,Medium
2023,Executive,Full-Time,Data Engineer,110000,USD,110000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Research Scientist,130000,USD,130000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Research Scientist,110000,USD,110000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Applied Scientist,205000,USD,205000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Applied Scientist,184000,USD,184000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Analyst,149500,USD,149500,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Analyst,127075,USD,127075,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,219535,USD,219535,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,146115,USD,146115,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,135000,USD,135000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,199000,USD,199000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,162000,USD,162000,US,On-Site,US,Medium
2023,Executive,Full-Time,Analytics Engineer,221000,USD,221000,US,Remote,US,Medium
2023,Executive,Full-Time,Analytics Engineer,153000,USD,153000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Analyst,187000,USD,187000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,128000,USD,128000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Research Scientist,210000,USD,210000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Research Scientist,136000,USD,136000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,100000,USD,100000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,179000,USD,179000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,109000,USD,109000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,245000,USD,245000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,180000,USD,180000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,142000,USD,142000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Manager,198800,USD,198800,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Manager,105200,USD,105200,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,125000,USD,125000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Analyst,112000,USD,112000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,210000,USD,210000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,155000,USD,155000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Manager,115000,USD,115000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Manager,86000,USD,86000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,165000,USD,165000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,140000,USD,140000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,139000,USD,139000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Analyst,106000,USD,106000,US,On-Site,US,Medium
2023,Entry Level,Full-Time,Data Analyst,55000,CAD,40663,CA,On-Site,CA,Large
2022,Senior Level,Full-Time,AI Developer,275000,USD,275000,CA,On-Site,CA,Small
2023,Senior Level,Freelance,Machine Learning Researcher,50000,USD,50000,UA,Hybrid,UA,Small
2023,Mid Level,Full-Time,Machine Learning Engineer,280700,USD,280700,US,Remote,US,Medium
2023,Mid Level,Full-Time,Machine Learning Engineer,150450,USD,150450,US,Remote,US,Medium
2023,Entry Level,Full-Time,Data Scientist,70000,CAD,51753,CA,Remote,CA,Large
2023,Senior Level,Full-Time,Data Architect,250500,USD,250500,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Architect,159500,USD,159500,US,On-Site,US,Medium
2023,Entry Level,Full-Time,Data Scientist,130001,USD,130001,US,Remote,US,Medium
2023,Entry Level,Full-Time,Data Scientist,71907,USD,71907,US,Remote,US,Medium
2023,Mid Level,Full-Time,Data Scientist,93918,USD,93918,US,Remote,US,Medium
2023,Mid Level,Full-Time,Data Scientist,51962,USD,51962,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Analyst,175000,USD,175000,CA,Remote,CA,Medium
2023,Senior Level,Full-Time,Data Analyst,135000,USD,135000,CA,Remote,CA,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,257000,USD,257000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,147000,USD,147000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,222000,USD,222000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,203000,USD,203000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,133200,USD,133200,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Engineer,221000,USD,221000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,147000,USD,147000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,185900,USD,185900,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,129300,USD,129300,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,238000,USD,238000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,156000,USD,156000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,304000,USD,304000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Machine Learning Engineer,199000,USD,199000,US,Remote,US,Medium
2023,Mid Level,Full-Time,Big Data Engineer,45000,EUR,48289,ES,Remote,ES,Medium
2023,Senior Level,Full-Time,Data Engineer,150000,USD,150000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,130000,USD,130000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Scientist,140000,USD,140000,US,Remote,US,Medium
2023,Senior Level,Full-Time,Data Scientist,110000,USD,110000,US,Remote,US,Medium
2023,Mid Level,Full-Time,Data Analyst,90000,USD,90000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Analyst,75000,USD,75000,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Research Scientist,161200,GBP,195895,GB,On-Site,GB,Medium
2023,Mid Level,Full-Time,Research Scientist,84570,GBP,102772,GB,On-Site,GB,Medium
2023,Senior Level,Full-Time,Data Engineer,240000,USD,240000,US,On-Site,US,Medium
2023,Senior Level,Full-Time,Data Engineer,183600,USD,183600,US,On-Site,US,Medium
2023,Mid Level,Full-Time,Data Specialist,130000,USD,130000,US,On-Site,US,Medium
